1,2005-Jan,1,1,31
2,2005-Feb,2,32,59
3,2005-Mar,3,60,90
4,2005-Apr,4,91,120
5,2005-May,5,121,151
6,2005-Jun,6,152,181
7,2005-Jul,7,182,212
8,2005-Aug,8,213,243
9,2005-Sep,9,244,273
10,2005-Oct,10,274,304
11,2005-Nov,11,305,334
12,2005-Dec,12,335,365
13,2006-Jan,13,366,396
14,2006-Feb,14,397,424
15,2006-Mar,15,425,455
16,2006-Apr,16,456,485
17,2006-May,17,486,516
18,2006-Jun,18,517,546
19,2006-Jul,19,547,577
20,2006-Aug,20,578,608
21,2006-Sep,21,609,638
22,2006-Oct,22,639,669
23,2006-Nov,23,670,699
24,2006-Dec,24,700,730
25,2007-Jan,25,731,761
26,2007-Feb,26,762,789
27,2007-Mar,27,790,820
28,2007-Apr,28,821,850
29,2007-May,29,851,881
30,2007-Jun,30,882,911
31,2007-Jul,31,912,942
32,2007-Aug,32,943,973
33,2007-Sep,33,974,1003
34,2007-Oct,34,1004,1034
35,2007-Nov,35,1035,1064
36,2007-Dec,36,1065,1095
37,2008-Jan,37,1096,1126
38,2008-Feb,38,1127,1155
39,2008-Mar,39,1156,1186
40,2008-Apr,40,1187,1216
41,2008-May,41,1217,1247
42,2008-Jun,42,1248,1277
43,2008-Jul,43,1278,1308
44,2008-Aug,44,1309,1339
45,2008-Sep,45,1340,1369
46,2008-Oct,46,1370,1400
47,2008-Nov,47,1401,1430
48,2008-Dec,48,1431,1461
49,2009-Jan,49,1462,1492
50,2009-Feb,50,1493,1520
51,2009-Mar,51,1521,1551
52,2009-Apr,52,1552,1581
53,2009-May,53,1582,1612
54,2009-Jun,54,1613,1642
55,2009-Jul,55,1643,1673
56,2009-Aug,56,1674,1704
57,2009-Sep,57,1705,1734
58,2009-Oct,58,1735,1765
59,2009-Nov,59,1766,1795
60,2009-Dec,60,1796,1826
61,2010-Jan,61,1827,1857
62,2010-Feb,62,1858,1885
63,2010-Mar,63,1886,1916
64,2010-Apr,64,1917,1946
65,2010-May,65,1947,1977
66,2010-Jun,66,1978,2007
67,2010-Jul,67,2008,2038
68,2010-Aug,68,2039,2069
69,2010-Sep,69,2070,2099
70,2010-Oct,70,2100,2130
71,2010-Nov,71,2131,2160
72,2010-Dec,72,2161,2191
73,2011-Jan,73,2192,2222
74,2011-Feb,74,2223,2250
75,2011-Mar,75,2251,2281
76,2011-Apr,76,2282,2311
77,2011-May,77,2312,2342
78,2011-Jun,78,2343,2372
79,2011-Jul,79,2373,2403
80,2011-Aug,80,2404,2434
81,2011-Sep,81,2435,2464
82,2011-Oct,82,2465,2495
83,2011-Nov,83,2496,2525
84,2011-Dec,84,2526,2556
85,2012-Jan,85,2557,2587
86,2012-Feb,86,2588,2616
87,2012-Mar,87,2617,2647
88,2012-Apr,88,2648,2677
89,2012-May,89,2678,2708
90,2012-Jun,90,2709,2738
91,2012-Jul,91,2739,2769
92,2012-Aug,92,2770,2800
93,2012-Sep,93,2801,2830
94,2012-Oct,94,2831,2861
95,2012-Nov,95,2862,2891
96,2012-Dec,96,2892,2922
97,2013-Jan,97,2923,2953
98,2013-Feb,98,2954,2981
99,2013-Mar,99,2982,3012
100,2013-Apr,100,3013,3042
101,2013-May,101,3043,3073
102,2013-Jun,102,3074,3103
103,2013-Jul,103,3104,3134
104,2013-Aug,104,3135,3165
105,2013-Sep,105,3166,3195
106,2013-Oct,106,3196,3226
107,2013-Nov,107,3227,3256
108,2013-Dec,108,3257,3287
109,2014-Jan,109,3288,3318
110,2014-Feb,110,3319,3346
111,2014-Mar,111,3347,3377
112,2014-Apr,112,3378,3407
113,2014-May,113,3408,3438
114,2014-Jun,114,3439,3468
115,2014-Jul,115,3469,3499
116,2014-Aug,116,3500,3530
117,2014-Sep,117,3531,3560
118,2014-Oct,118,3561,3591
119,2014-Nov,119,3592,3621
120,2014-Dec,120,3622,3652
121,2015-Jan,121,3653,3683
122,2015-Feb,122,3684,3711
123,2015-Mar,123,3712,3742
124,2015-Apr,124,3743,3772
125,2015-May,125,3773,3803
126,2015-Jun,126,3804,3833
127,2015-Jul,127,3834,3864
128,2015-Aug,128,3865,3895
129,2015-Sep,129,3896,3925
130,2015-Oct,130,3926,3956
131,2015-Nov,131,3957,3986
132,2015-Dec,132,3987,4017
133,2016-Jan,133,4018,4048
134,2016-Feb,134,4049,4077
135,2016-Mar,135,4078,4108
136,2016-Apr,136,4109,4138
137,2016-May,137,4139,4169
138,2016-Jun,138,4170,4199
139,2016-Jul,139,4200,4230
140,2016-Aug,140,4231,4261
141,2016-Sep,141,4262,4291
142,2016-Oct,142,4292,4322
143,2016-Nov,143,4323,4352
144,2016-Dec,144,4353,4383
145,2017-Jan,145,4384,4414
146,2017-Feb,146,4415,4442
147,2017-Mar,147,4443,4473
148,2017-Apr,148,4474,4503
149,2017-May,149,4504,4534
150,2017-Jun,150,4535,4564
151,2017-Jul,151,4565,4595
152,2017-Aug,152,4596,4626
153,2017-Sep,153,4627,4656
154,2017-Oct,154,4657,4687
155,2017-Nov,155,4688,4717
156,2017-Dec,156,4718,4748
157,2018-Jan,157,4749,4779
158,2018-Feb,158,4780,4807
159,2018-Mar,159,4808,4838
160,2018-Apr,160,4839,4868
161,2018-May,161,4869,4899
162,2018-Jun,162,4900,4929
163,2018-Jul,163,4930,4960
164,2018-Aug,164,4961,4991
165,2018-Sep,165,4992,5021
166,2018-Oct,166,5022,5052
167,2018-Nov,167,5053,5082
168,2018-Dec,168,5083,5113
169,2019-Jan,169,5114,5144
170,2019-Feb,170,5145,5172
171,2019-Mar,171,5173,5203
172,2019-Apr,172,5204,5233
173,2019-May,173,5234,5264
174,2019-Jun,174,5265,5294
175,2019-Jul,175,5295,5325
176,2019-Aug,176,5326,5356
177,2019-Sep,177,5357,5386
178,2019-Oct,178,5387,5417
179,2019-Nov,179,5418,5447
180,2019-Dec,180,5448,5478
181,2020-Jan,181,5479,5509
182,2020-Feb,182,5510,5538
183,2020-Mar,183,5539,5569
184,2020-Apr,184,5570,5599
185,2020-May,185,5600,5630
186,2020-Jun,186,5631,5660
187,2020-Jul,187,5661,5691
188,2020-Aug,188,5692,5722
189,2020-Sep,189,5723,5752
190,2020-Oct,190,5753,5783
191,2020-Nov,191,5784,5813
192,2020-Dec,192,5814,5844
193,2021-Jan,193,5845,5875
194,2021-Feb,194,5876,5903
195,2021-Mar,195,5904,5934
196,2021-Apr,196,5935,5964
197,2021-May,197,5965,5995
198,2021-Jun,198,5996,6025
199,2021-Jul,199,6026,6056
200,2021-Aug,200,6057,6087
201,2021-Sep,201,6088,6117
202,2021-Oct,202,6118,6148
203,2021-Nov,203,6149,6178
204,2021-Dec,204,6179,6209
205,2022-Jan,205,6210,6240
206,2022-Feb,206,6241,6268
207,2022-Mar,207,6269,6299
208,2022-Apr,208,6300,6329
209,2022-May,209,6330,6360
210,2022-Jun,210,6361,6390
211,2022-Jul,211,6391,6421
212,2022-Aug,212,6422,6452
213,2022-Sep,213,6453,6482
214,2022-Oct,214,6483,6513
215,2022-Nov,215,6514,6543
216,2022-Dec,216,6544,6574
217,2023-Jan,217,6575,6605
218,2023-Feb,218,6606,6633
219,2023-Mar,219,6634,6664
220,2023-Apr,220,6665,6694
221,2023-May,221,6695,6725
222,2023-Jun,222,6726,6755
223,2023-Jul,223,6756,6786
224,2023-Aug,224,6787,6817
225,2023-Sep,225,6818,6847
226,2023-Oct,226,6848,6878
227,2023-Nov,227,6879,6908
228,2023-Dec,228,6909,6939
229,2024-Jan,229,6940,6970
230,2024-Feb,230,6971,6999
231,2024-Mar,231,7000,7030
232,2024-Apr,232,7031,7060
233,2024-May,233,7061,7091
234,2024-Jun,234,7092,7121
235,2024-Jul,235,7122,7152
236,2024-Aug,236,7153,7183
237,2024-Sep,237,7184,7213
238,2024-Oct,238,7214,7244
239,2024-Nov,239,7245,7274
240,2024-Dec,240,7275,7305
241,2025-Jan,241,7306,7336
242,2025-Feb,242,7337,7364
243,2025-Mar,243,7365,7395
244,2025-Apr,244,7396,7425
245,2025-May,245,7426,7456
246,2025-Jun,246,7457,7486
247,2025-Jul,247,7487,7517
248,2025-Aug,248,7518,7548
249,2025-Sep,249,7549,7578
250,2025-Oct,250,7579,7609
251,2025-Nov,251,7610,7639
252,2025-Dec,252,7640,7670
